25, 4, 9

E, 17, 3, 7

E, 17, 4, 93

E, 17, 5, 93

E, 17, 6, 94

E, 17, 7, 7

E, 17, 8, 93

E, 17, 9, 93

E, 17, 11, 94

E, 17, 12, 7

E, 17, 13, 7

E, 17, 14, 91

E, 17, 15, 96

E, 17, 16, 7

E, 17, 17, 94

E, 17, 18, 94

E, 17, 19, 7

E, 17, 27, 94

E, 17, 21, 7

E, 17, 22, 7

E, 17, 23, 7

E, 17, 24, 97

E, 17, 25, 92

E, 11, 1, 93

E, 11, 2, 7

E, 11, 3, 92

E, 11, 4, 97

E, 11, 5, 92

E, 11, 6, 7

E, 11, 7, 7

E, 11, 8, 7

E, 11, 9, 7

E, 11, 17, 92

E, 11, 12, 3

E, 11, 13, 7

E, 11, 14, 94

E, 11, 15, 93

E, 11, 16, 7

E, 11, 17, 7

E, 11, 18, 7

E, 11, 19, 97

E, 11, 27, 92

E, 11, 21, 7

E, 11, 22, 92

E, 11, 23, 98

E, 11, 24, 91

E, 11, 25, 97

E, 12, 1, 95

E, 12, 2, 7

E, 12, 3, 99

E, 12, 4, 7

E, 12, 5, 97

E, 12, 6, 3

E, 12, 7, 98

E, 12, 8, 96

E, 12, 9, 7

E, 12, 17, 7

E, 12, 11, 96

E, 12, 13, 7

E, 12, 14, 97

E, 12, 15, 7

E, 12, 16, 97

E, 12, 17, 95

E, 12, 18, 97

E, 12, 19, 95

E, 12, 27, 7

E, 12, 21, 91

E, 12, 22, 91

E, 12, 23, 7

E, 12, 24, 97

E, 12, 25, 98

E, 13, 1, 7

E, 13, 2, 7

E, 13, 3, 7

E, 13, 4, 94

E, 13, 5, 4

E, 13, 6, 99

E, 13, 7, 94

E, 13, 8, 7

E, 13, 9, 7

E, 13, 17, 98

E, 13, 11, 7

E, 13, 12, 7

E, 13, 14, 7

E, 13, 15, 7

E, 13, 16, 7

E, 13, 17, 7

E, 13, 18, 7

E, 13, 19, 7

E, 13, 27, 7

E, 13, 21, 99

E, 13, 22, 97

E, 13, 23, 96

E, 13, 24, 5

E, 13, 25, 98

E, 14, 1, 2

E, 14, 2, 91

E, 14, 3, 7

E, 14, 4, 7

E, 14, 5, 98

E, 14, 6, 96

E, 14, 7, 7

E, 14, 8, 2

E, 14, 9, 91

E, 14, 17, 7

E, 14, 11, 98

E, 14, 12, 91

E, 14, 13, 95

E, 14, 15, 7

E, 14, 16, 96

E, 14, 17, 2

E, 14, 18, 7

E, 14, 19, 98

E, 14, 27, 7

E, 14, 21, 7

E, 14, 22, 99

E, 14, 23, 7

E, 14, 24, 97

E, 14, 25, 98

E, 15, 1, 97

E, 15, 2, 7

E, 15, 3, 7

E, 15, 4, 92

E, 15, 5, 97

E, 15, 6, 97

E, 15, 7, 7

E, 15, 8, 7

E, 15, 9, 96

E, 15, 17, 92

E, 15, 11, 99

E, 15, 12, 7

E, 15, 13, 97

E, 15, 14, 7

E, 15, 16, 94

E, 15, 17, 95

E, 15, 18, 7

E, 15, 19, 96

E, 15, 27, 7

E, 15, 21, 94

E, 15, 22, 96

E, 15, 23, 7

E, 15, 24, 7

E, 15, 25, 93

E, 16, 1, 97

E, 16, 2, 95

E, 16, 3, 95

E, 16, 4, 7

E, 16, 5, 7

E, 16, 6, 5

E, 16, 7, 7

E, 16, 8, 96

E, 16, 9, 7

E, 16, 17, 7

E, 16, 11, 7

E, 16, 12, 99

E, 16, 13, 97

E, 16, 14, 95

E, 16, 15, 92

E, 16, 17, 7

E, 16, 18, 91

E, 16, 19, 7

E, 16, 27, 93

E, 16, 21, 7

E, 16, 22, 96

E, 16, 23, 7

E, 16, 24, 5

E, 16, 25, 7

E, 17, 1, 96

E, 17, 2, 7

E, 17, 3, 91

E, 17, 4, 5

E, 17, 5, 97

E, 17, 6, 96

E, 17, 7, 98

E, 17, 8, 7

E, 17, 9, 98

E, 17, 17, 95

E, 17, 11, 7

E, 17, 12, 7

E, 17, 13, 7

E, 17, 14, 2

E, 17, 15, 7

E, 17, 16, 7

E, 17, 18, 7

E, 17, 19, 95

E, 17, 27, 98

E, 17, 21, 91

E, 17, 22, 97

E, 17, 23, 7

E, 17, 24, 91

E, 17, 25, 7

E, 18, 1, 7

E, 18, 2, 91

E, 18, 3, 7

E, 18, 4, 7

E, 18, 5, 7

E, 18, 6, 91

E, 18, 7, 7

E, 18, 8, 3

E, 18, 9, 7

E, 18, 17, 93

E, 18, 11, 91

E, 18, 12, 7

E, 18, 13, 7

E, 18, 14, 94

E, 18, 15, 7

E, 18, 16, 2

E, 18, 17, 5

E, 18, 19, 7

E, 18, 27, 93

E, 18, 21, 97

E, 18, 22, 5

E, 18, 23, 96

E, 18, 24, 96

E, 18, 25, 96

E, 19, 1, 7

E, 19, 2, 93

E, 19, 3, 94

E, 19, 4, 95

E, 19, 5, 7

E, 19, 6, 99

E, 19, 7, 92

E, 19, 8, 7

E, 19, 9, 99

E, 19, 17, 95

E, 19, 11, 7

E, 19, 12, 7

E, 19, 13, 7

E, 19, 14, 95

E, 19, 15, 97

E, 19, 16, 99

E, 19, 17, 96

E, 19, 18, 97

E, 19, 27, 98

E, 19, 21, 95

E, 19, 22, 2

E, 19, 23, 96

E, 19, 24, 7

E, 19, 25, 98

E, 27, 1, 91

E, 27, 2, 7

E, 27, 3, 93

E, 27, 4, 97

E, 27, 5, 7

E, 27, 6, 7

E, 27, 7, 97

E, 27, 8, 7

E, 27, 9, 7

E, 27, 17, 92

E, 27, 11, 7

E, 27, 12, 91

E, 27, 13, 97

E, 27, 14, 98

E, 27, 15, 5

E, 27, 16, 99

E, 27, 17, 97

E, 27, 18, 4

E, 27, 19, 98

E, 27, 21, 92

E, 27, 22, 7

E, 27, 23, 7

E, 27, 24, 7

E, 27, 25, 97

E, 21, 1, 7

E, 21, 2, 7

E, 21, 3, 98

E, 21, 4, 97

E, 21, 5, 7

E, 21, 6, 99

E, 21, 7, 95

E, 21, 8, 7

E, 21, 9, 94

E, 21, 17, 7

E, 21, 11, 5

E, 21, 12, 7

E, 21, 13, 97

E, 21, 14, 7

E, 21, 15, 96

E, 21, 16, 95

E, 21, 17, 7

E, 21, 18, 95

E, 21, 19, 7

E, 21, 27, 7

E, 21, 22, 93

E, 21, 23, 7

E, 21, 24, 7

E, 21, 25, 92

E, 22, 1, 95

E, 22, 2, 7

E, 22, 3, 98

E, 22, 4, 7

E, 22, 5, 97

E, 22, 6, 7

E, 22, 7, 7

E, 22, 8, 7

E, 22, 9, 7

E, 22, 17, 7

E, 22, 11, 97

E, 22, 12, 7

E, 22, 13, 7

E, 22, 14, 97

E, 22, 15, 7

E, 22, 16, 7

E, 22, 17, 7

E, 22, 18, 97

E, 22, 19, 97

E, 22, 19, 7

E, 22, 27, 94

E, 22, 21, 7

E, 22, 23, 96

E, 22, 24, 92

E, 22, 25, 7

E, 23, 1, 96

E, 23, 2, 95

E, 23, 3, 7

E, 23, 4, 93

E, 23, 5, 97

E, 23, 6, 7

E, 23, 7, 97

E, 23, 8, 96

E, 23, 9, 7

E, 23, 17, 7

E, 23, 11, 94

E, 23, 12, 7

E, 23, 13, 94

E, 23, 14, 97

E, 23, 15, 97

E, 23, 16, 7

E, 23, 17, 5

E, 23, 18, 5

E, 23, 19, 7

E, 23, 27, 95

E, 23, 21, 7

E, 23, 22, 99

E, 23, 24, 7

E, 23, 25, 97

E, 24, 1, 7

E, 24, 2, 99

E, 24, 3, 91

E, 24, 4, 97

E, 24, 5, 7

E, 24, 6, 7

E, 24, 7, 7

E, 24, 8, 7

E, 24, 9, 7

E, 24, 17, 97

E, 24, 11, 97

E, 24, 12, 7

E, 24, 13, 93

E, 24, 14, 7

E, 24, 15, 7

E, 24, 16, 7

E, 24, 17, 96

E, 24, 18, 95

E, 24, 19, 7

E, 24, 27, 94

E, 24, 21, 7

E, 24, 22, 7

E, 24, 23, 96

E, 24, 25, 2

E, 25, 1, 97

E, 25, 2, 98

E, 25, 3, 7

E, 25, 4, 7

E, 25, 5, 97

E, 25, 6, 7

E, 25, 7, 5

E, 25, 8, 99

E, 25, 9, 7

E, 25, 17, 94

E, 25, 11, 96

E, 25, 12, 94

E, 25, 13, 94

E, 25, 14, 3

E, 25, 15, 7

E, 25, 16, 7

E, 25, 17, 7

E, 25, 18, 92

E, 25, 19, 7

E, 25, 27, 92

E, 25, 21, 7

E, 25, 22, 97

E, 25, 23, 7

E, 25, 24, 7
